Observation ID,Acquisition time [UTC],Latitude,Longitude,Northing (UTM),Easting (UTM),UTM epsg,Q-IME [kg/hr],Q-IME Error [%],Wind speed [m/s],Wind speed source
7SD1h48,2021-02-14 06:39:49.500000,37.958047,63.50804,4201281.0,544630.0,32641,305.0,68.0,0.7,GEOS-FP
