plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png
GAO20230621t182715p0000-B,33.79675586564521,-117.46202590044446,2023-06-21T18:27:15+00,Solid Waste (6A),CH4,mf,"[-117.4647143373177, 33.79411320083518, -117.45757279970434, 33.80004791009525]",GAO,production,2023-10-02 18:34:17.140540+00:00,2025-03-25 23:13:13.632373+00:00,v1,,,,,,,2.771484375,0.2445068359375,267.8935241699219,134.4889678955078,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t182715p0000-B/GAO20230621t182715p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t182715p0000-B/GAO20230621t182715p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/21/GAO20230621t182715p0000-B/GAO20230621t182715p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t182715p0000-B/GAO20230621t182715p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t182715p0000-B/GAO20230621t182715p0000-B_l3a-vis-ch4-mf-v002_rgb.png
GAO20230621t180907p0000-A,33.940059197700506,-117.83839781114492,2023-06-21T18:09:07+00,Solid Waste (6A),CH4,mf,"[-117.84011050793198, 33.93827919320013, -117.8356426594946, 33.9419544045496]",GAO,production,2023-10-02 18:34:17.057671+00:00,2025-03-25 23:16:24.825341+00:00,v1,,,,,198.29396482645743,56.863766540888605,1.9775390625,0.5048828125,247.67591857910156,10.405342102050781,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180907p0000-A/GAO20230621t180907p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180907p0000-A/GAO20230621t180907p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/21/GAO20230621t180907p0000-A/GAO20230621t180907p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180907p0000-A/GAO20230621t180907p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180907p0000-A/GAO20230621t180907p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20230621t180907p0000-B,33.94074308437308,-117.83214720594628,2023-06-21T18:09:07+00,Solid Waste (6A),CH4,mf,"[-117.8346009550999, 33.93933971386669, -117.83013297371056, 33.9430464007195]",GAO,production,2023-10-02 18:34:17.084399+00:00,2025-03-25 23:13:12.090974+00:00,v1,,,,,188.03549663376114,68.66519904369217,1.9775390625,0.5048828125,247.67591857910156,10.405342102050781,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180907p0000-B/GAO20230621t180907p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180907p0000-B/GAO20230621t180907p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/21/GAO20230621t180907p0000-B/GAO20230621t180907p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180907p0000-B/GAO20230621t180907p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180907p0000-B/GAO20230621t180907p0000-B_l3a-vis-ch4-mf-v002_rgb.png
GAO20230621t180243p0000-A,33.74663789168453,-118.26683701047887,2023-06-21T18:02:43+00,Other,CH4,mf,"[-118.27129359864097, 33.745672994355814, -118.26282718707392, 33.75271262455535]",GAO,production,2023-10-02 18:34:17.172676+00:00,2025-03-25 23:13:08.988409+00:00,v1,,,,,1551.9064158411556,357.9383832456276,3.115234375,0.64501953125,165.77777099609375,22.81952476501465,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180243p0000-A/GAO20230621t180243p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180243p0000-A/GAO20230621t180243p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/21/GAO20230621t180243p0000-A/GAO20230621t180243p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180243p0000-A/GAO20230621t180243p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t180243p0000-A/GAO20230621t180243p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20230621t175741p0000-A,33.780811503447794,-118.23973082861222,2023-06-21T17:57:41+00,Electricity Generation (1A1),CO2,mfal,"[-118.24172680476975, 33.77965720666619, -118.23726531746391, 33.78333400903323]",GAO,production,2023-11-29 05:22:24.635863+00:00,2025-03-25 22:39:16.885960+00:00,v1,0.13.1,,,,47795.85292995047,8853.784251074918,2.828125,0.42115099912323606,170.04115549560518,12.645584645720437,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/21/GAO20230621t175741p0000-A/GAO20230621t175741p0000-A_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/21/GAO20230621t175741p0000-A/GAO20230621t175741p0000-A_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2023/06/21/GAO20230621t175741p0000-A/GAO20230621t175741p0000-A_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/21/GAO20230621t175741p0000-A/GAO20230621t175741p0000-A_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/21/GAO20230621t175741p0000-A/GAO20230621t175741p0000-A_l3a-vis-co2-mfa-v002_rgb.png
GAO20230621t175352p0000-C,33.78084329720939,-118.23963596862532,2023-06-21T17:53:52+00,Electricity Generation (1A1),CO2,mfal,"[-118.24180549431217, 33.779598738867726, -118.23738192064809, 33.783275456951124]",GAO,production,2023-11-29 05:22:25.730116+00:00,2025-03-25 23:13:20.104046+00:00,v1,0.13.1,,,,65385.48563955989,11299.952103975973,3.00390625,0.39289380187371403,178.2981254703229,9.185083145641842,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/21/GAO20230621t175352p0000-C/GAO20230621t175352p0000-C_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/21/GAO20230621t175352p0000-C/GAO20230621t175352p0000-C_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2023/06/21/GAO20230621t175352p0000-C/GAO20230621t175352p0000-C_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/21/GAO20230621t175352p0000-C/GAO20230621t175352p0000-C_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/21/GAO20230621t175352p0000-C/GAO20230621t175352p0000-C_l3a-vis-co2-mfa-v002_rgb.png
GAO20230621t172146p0000-A,34.33048748879932,-118.51793484678427,2023-06-21T17:21:46+00,Solid Waste (6A),CH4,mf,"[-118.52115517643294, 34.32813220519604, -118.51666369988031, 34.33187271327718]",GAO,production,2023-10-02 18:34:16.753897+00:00,2025-03-25 22:48:55.627391+00:00,v1,,,,,513.0320078419055,291.00647982244254,1.6025390625,0.80615234375,200.4398193359375,90.60919952392578,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t172146p0000-A/GAO20230621t172146p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t172146p0000-A/GAO20230621t172146p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/21/GAO20230621t172146p0000-A/GAO20230621t172146p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t172146p0000-A/GAO20230621t172146p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t172146p0000-A/GAO20230621t172146p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20230621t172146p0000-B,34.33124839897616,-118.51633840115323,2023-06-21T17:21:46+00,Solid Waste (6A),CH4,mf,"[-118.51887473001604, 34.3295620046023, -118.5143831864139, 34.333302504773506]",GAO,production,2023-10-02 18:34:16.775131+00:00,2025-03-25 22:48:55.876780+00:00,v1,,,,,217.55492614620118,126.17794745986785,1.6025390625,0.80615234375,200.4398193359375,90.60919952392578,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t172146p0000-B/GAO20230621t172146p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t172146p0000-B/GAO20230621t172146p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/21/GAO20230621t172146p0000-B/GAO20230621t172146p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t172146p0000-B/GAO20230621t172146p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t172146p0000-B/GAO20230621t172146p0000-B_l3a-vis-ch4-mf-v002_rgb.png
GAO20230621t164901p0000-A,34.30057848608499,-118.79459229686296,2023-06-21T16:49:01+00,Solid Waste (6A),CH4,mf,"[-118.79682573326772, 34.297402393118865, -118.78883331472971, 34.30403630020701]",GAO,production,2023-10-02 18:34:16.902082+00:00,2025-03-25 23:13:02.869394+00:00,v1,,,,,942.3878572047249,520.9517130356625,1.3369140625,0.6953125,247.63888549804688,36.098140716552734,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t164901p0000-A/GAO20230621t164901p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t164901p0000-A/GAO20230621t164901p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/21/GAO20230621t164901p0000-A/GAO20230621t164901p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t164901p0000-A/GAO20230621t164901p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t164901p0000-A/GAO20230621t164901p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20230621t164136p0000-A,34.43307514886436,-118.65078336842821,2023-06-21T16:41:36+00,Solid Waste (6A),CH4,mf,"[-118.65510661547708, 34.43030323057417, -118.64435825097677, 34.43916816811126]",GAO,production,2023-10-02 18:34:17.204269+00:00,2025-03-25 23:16:32.048341+00:00,v1,,,,,1441.2587798897134,661.0220127151333,2.091796875,0.73974609375,263.8657531738281,24.44854736328125,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t164136p0000-A/GAO20230621t164136p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t164136p0000-A/GAO20230621t164136p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/21/GAO20230621t164136p0000-A/GAO20230621t164136p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t164136p0000-A/GAO20230621t164136p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t164136p0000-A/GAO20230621t164136p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20230621t163531p0000-B,34.40509298617306,-118.99203893528198,2023-06-21T16:35:31+00,Solid Waste (6A),CH4,mf,"[-118.99578644822166, 34.403641223435365, -118.98938356342616, 34.40892393341605]",GAO,production,2023-10-02 18:34:15.737749+00:00,2025-03-25 23:02:18.294070+00:00,v0,,,,,722.0728900239102,378.6259767562321,1.611328125,0.77587890625,201.30323791503906,43.01727294921875,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t163531p0000-B/GAO20230621t163531p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t163531p0000-B/GAO20230621t163531p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v0/2023/06/21/GAO20230621t163531p0000-B/GAO20230621t163531p0000-B_l3a-ch4-mf-v0_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t163531p0000-B/GAO20230621t163531p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/21/GAO20230621t163531p0000-B/GAO20230621t163531p0000-B_l3a-vis-ch4-mf-v002_rgb.png
GAO20230620t201746p0000-A,35.456961430431036,-119.05449062453161,2023-06-20T20:17:46+00,Oil & Gas (1B2),CH4,mf,"[-119.0558424107353, 35.4546853468722, -119.05128714822922, 35.4583644178244]",GAO,production,2023-10-02 18:34:15.989788+00:00,2025-03-25 23:32:21.291049+00:00,v1,,,,,331.84792757992483,75.10370500402558,3.677734375,0.293701171875,335.6666564941406,4.749269008636475,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201746p0000-A/GAO20230620t201746p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201746p0000-A/GAO20230620t201746p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/20/GAO20230620t201746p0000-A/GAO20230620t201746p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201746p0000-A/GAO20230620t201746p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201746p0000-A/GAO20230620t201746p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20230620t201211p0000-A,35.46543615461921,-119.0551887375836,2023-06-20T20:12:11+00,Oil & Gas (1B2),CH4,mf,"[-119.05687530172989, 35.4635171456501, -119.05231953841059, 35.46719621713474]",GAO,production,2023-10-02 18:34:16.020099+00:00,2025-03-25 23:33:35.468323+00:00,v1,,,,,,,3.7962239583333335,0.14987256323458098,336.4167339102479,1.6500013453172135,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-A/GAO20230620t201211p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-A/GAO20230620t201211p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/20/GAO20230620t201211p0000-A/GAO20230620t201211p0000-A_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-A/GAO20230620t201211p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-A/GAO20230620t201211p0000-A_l3a-vis-ch4-mf-v002_rgb.png
GAO20230620t201211p0000-B,35.47051099115387,-119.03995962107822,2023-06-20T20:12:11+00,Oil & Gas (1B2),CH4,mf,"[-119.04188627684289, 35.468134218837164, -119.03733030519791, 35.47181324733552]",GAO,production,2023-10-02 18:34:16.059794+00:00,2025-03-25 23:33:44.486070+00:00,v1,,,,,41.71832752125328,25.85741489090321,4.033854166666667,0.16438254167849015,333.0835009888135,1.8967643588245922,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-B/GAO20230620t201211p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-B/GAO20230620t201211p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/20/GAO20230620t201211p0000-B/GAO20230620t201211p0000-B_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-B/GAO20230620t201211p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-B/GAO20230620t201211p0000-B_l3a-vis-ch4-mf-v002_rgb.png
GAO20230620t201211p0000-C,35.48546023252152,-119.0637375426655,2023-06-20T20:12:11+00,Oil & Gas (1B2),CH4,mf,"[-119.06591777900572, 35.483585928167514, -119.0613995716582, 35.48726493817476]",GAO,production,2023-10-02 18:34:16.081467+00:00,2025-03-25 23:33:54.503244+00:00,v1,,,,,,,3.7962239583333335,0.14987256323458098,336.4167339102479,1.6500013453172135,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-C/GAO20230620t201211p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-C/GAO20230620t201211p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/20/GAO20230620t201211p0000-C/GAO20230620t201211p0000-C_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-C/GAO20230620t201211p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-C/GAO20230620t201211p0000-C_l3a-vis-ch4-mf-v002_rgb.png
GAO20230620t201211p0000-D,35.50196319684716,-119.084367781294,2023-06-20T20:12:11+00,Oil & Gas (1B2),CH4,mf,"[-119.08571476149797, 35.499840372576685, -119.08119567705072, 35.50355079595545]",GAO,production,2023-10-02 18:34:16.102720+00:00,2025-03-25 23:34:03.602952+00:00,v1,,,,,,,3.794921875,0.13594460888978982,337.2500571356178,1.744138473419958,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-D/GAO20230620t201211p0000-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-D/GAO20230620t201211p0000-D_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/20/GAO20230620t201211p0000-D/GAO20230620t201211p0000-D_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-D/GAO20230620t201211p0000-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-D/GAO20230620t201211p0000-D_l3a-vis-ch4-mf-v002_rgb.png
GAO20230620t201211p0000-E,35.52119337683813,-119.08455455781922,2023-06-20T20:12:11+00,Oil & Gas (1B2),CH4,mf,"[-119.08672349245674, 35.518793548984526, -119.08224188024813, 35.52244116231386]",GAO,production,2023-10-02 18:34:16.124723+00:00,2025-03-25 23:34:12.730199+00:00,v1,,,,,372.3455400976641,91.33709551277232,3.724609375,0.13079619899130449,337.08330417252625,2.1443010996598457,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-E/GAO20230620t201211p0000-E_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-E/GAO20230620t201211p0000-E_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/20/GAO20230620t201211p0000-E/GAO20230620t201211p0000-E_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-E/GAO20230620t201211p0000-E_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-E/GAO20230620t201211p0000-E_l3a-vis-ch4-mf-v002_rgb.png
GAO20230620t201211p0000-F,35.52406178584057,-119.08510666198845,2023-06-20T20:12:11+00,Oil & Gas (1B2),CH4,mf,"[-119.08771635574657, 35.5213800829947, -119.08323459661298, 35.52502769835337]",GAO,production,2023-10-02 18:34:16.145921+00:00,2025-03-25 23:34:15.798040+00:00,v1,,,,,192.65441628313405,78.422788006877,3.724609375,0.13079619899130449,337.08330417252625,2.1443010996598457,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-F/GAO20230620t201211p0000-F_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-F/GAO20230620t201211p0000-F_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/20/GAO20230620t201211p0000-F/GAO20230620t201211p0000-F_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-F/GAO20230620t201211p0000-F_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/20/GAO20230620t201211p0000-F/GAO20230620t201211p0000-F_l3a-vis-ch4-mf-v002_rgb.png
