Observation ID,Acquisition time [UTC],Latitude,Longitude,Northing (UTM),Easting (UTM),UTM epsg,Q-IME [kg/hr],Q-IME Error [%],Wind speed [m/s],Wind speed source
7SD1h48,2021-02-14 06:39:49.500000,37.97375478,63.5267342,4203033.0,546262.0,32641,171.0,69.0,0.7,GEOS-FP
