Observation ID,Acquisition time [UTC],Latitude,Longitude,Northing (UTM),Easting (UTM),UTM epsg,Q-IME [kg/hr],Q-IME Error [%],Wind speed [m/s],Wind speed source
GjAGXQr,2024-04-07 19:02:37.197000,35.674601,-78.848476,3949990,694719,32617,278.0,60.0,1.1,GEOS-FP
