Observation ID,Acquisition time [UTC],Latitude,Longitude,Northing (UTM),Easting (UTM),UTM epsg,Q-IME [kg/hr],Q-IME Error [%],Wind speed [m/s],Wind speed source
AS04C48,2021-02-01 05:41:16,37.94453778,63.53251637,4199795.0,546788.0,32641,457.0,44.0,3.3,GEOS-FP
