Observation ID,Acquisition time [UTC],Latitude,Longitude,Northing (UTM),Easting (UTM),UTM epsg,Q-IME [kg/hr],Q-IME Error [%],Wind speed [m/s],Wind speed source
-Si4V4_,2021-03-18 05:47:12.500000,36.49176949,61.63060431,4039366.0,377346.0,32641,1084.0,44.0,4.4,GEOS-FP
