Observation ID,Acquisition time [UTC],Latitude,Longitude,Northing (UTM),Easting (UTM),UTM epsg,Q-IME [kg/hr],Q-IME Error [%],Wind speed [m/s],Wind speed source
AS04C48,2021-02-01 05:41:16,37.95718618,63.50893646,4201186.0,544709.0,32641,1582.0,41.0,3.3,GEOS-FP
