emi20231201t201023p13003-A,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200709t205211-C,36.2286507,-119.16599,2020-07-09T20:52:11+00,Livestock (4B),CH4,mf,"[-119.16751979235872, 36.22702283095012, -119.16367452299798, 36.23012467774747]",ang,production,2023-05-14 20:31:24.161507+00:00,2025-03-25 23:23:27.664264+00:00,v1,,,,,84.2191269237689,53.8022484956128,3.05078125,0.499755859375,285.485596814795,10.8757597620408,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-B/ang20200709t205211-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-B/ang20200709t205211-B_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-B/ang20200709t205211-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-B/ang20200709t205211-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200709t205211-D,36.2250479,-119.17981,2020-07-09T20:52:11+00,Livestock (4B),CH4,mf,"[-119.18200833936164, 36.223541955535616, -119.178163266432, 36.22664378193137]",ang,production,2023-05-14 20:29:35.913395+00:00,2025-03-25 23:21:02.077951+00:00,v1,,,,,38.5629464362998,14.4559549982698,2.701171875,0.499755859375,291.229430736939,12.2379793351253,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-C/ang20200709t205211-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-C/ang20200709t205211-C_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-C/ang20200709t205211-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-C/ang20200709t205211-C_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200709t204216-1,36.159617,-119.28271,2020-07-09T20:52:11+00,Livestock (4B),CH4,mf,"[-119.28413198384834, 36.15803922346014, -119.28025680141307, 36.161167954760884]",ang,production,2023-05-14 20:27:47.146192+00:00,2025-03-25 23:18:37.682878+00:00,v1,,,,,351.865182425026,70.5690824182471,2.6171875,0.412109375,287.679590179986,7.98987378676003,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-D/ang20200709t205211-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-D/ang20200709t205211-D_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-D/ang20200709t205211-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t205211-D/ang20200709t205211-D_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200709t204216-A,36.1039876,-119.37424,2020-07-09T20:42:16+00,Livestock (4B),CH4,mf,"[-119.37606932679047, 36.10228326735934, -119.37219714196438, 36.10538483073421]",ang,production,2023-05-14 20:26:54.222366+00:00,2025-03-25 23:17:21.712830+00:00,v1,,,,,38.1486563298745,13.2712560423724,2.31640625,0.3798828125,309.674602477368,8.92225782309932,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-1/ang20200709t204216-1_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-1/ang20200709t204216-1_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-1/ang20200709t204216-1_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-1/ang20200709t204216-1_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200709t204216-B,36.165502,-119.28291,2020-07-09T20:42:16+00,Livestock (4B),CH4,mf,"[-119.28419861400114, 36.16426062417574, -119.28035661966469, 36.16738928523394]",ang,production,2023-05-14 20:31:24.137603+00:00,2025-03-25 23:22:32.948122+00:00,v1,,,,,124.080699047406,58.3338006794392,2.6171875,0.412109375,287.679590179986,7.98987378676003,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-A/ang20200709t204216-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-A/ang20200709t204216-A_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-A/ang20200709t204216-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-A/ang20200709t204216-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200709t203053-2,36.1155702,-119.36196,2020-07-09T20:42:16+00,Livestock (4B),CH4,mf,"[-119.36358825988034, 36.11385982937292, -119.35974886900846, 36.11698837952999]",ang,production,2023-05-14 20:28:40.205619+00:00,2025-03-25 23:18:51.941044+00:00,v1,,,,,36.4521558438358,8.34524805269422,2.31640625,0.3798828125,309.674602477368,8.92225782309932,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-B/ang20200709t204216-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-B/ang20200709t204216-B_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-B/ang20200709t204216-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t204216-B/ang20200709t204216-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200709t201958-1,36.3769262,-119.36041,2020-07-09T20:30:53+00,Livestock (4B),CH4,mf,"[-119.36136748316386, 36.37546682609792, -119.35728074469274, 36.37875718505637]",ang,production,2023-05-14 20:26:01.108444+00:00,2025-03-25 23:16:10.674922+00:00,v1,,,,,177.264861576089,108.315335479714,2.314453125,0.414306640625,279.822523049397,7.387746293444,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t203053-2/ang20200709t203053-2_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t203053-2/ang20200709t203053-2_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t203053-2/ang20200709t203053-2_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t203053-2/ang20200709t203053-2_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200709t200904-1,36.4715636,-119.34192,2020-07-09T20:19:58+00,Livestock (4B),CH4,mf,"[-119.34348465829471, 36.47012667424055, -119.339594251616, 36.473228178268805]",ang,production,2023-05-14 20:26:01.105654+00:00,2025-03-25 23:16:03.265688+00:00,v1,,,,,146.449749169012,70.4204383235124,2.916015625,0.4765625,266.856310495099,7.16870630005119,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t201958-1/ang20200709t201958-1_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t201958-1/ang20200709t201958-1_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t201958-1/ang20200709t201958-1_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t201958-1/ang20200709t201958-1_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t212342-A,36.4490506,-119.38899,2020-07-09T20:09:04+00,Livestock (4B),CH4,mf,"[-119.39102722768708, 36.447401841323654, -119.38643387001936, 36.45112363091985]",ang,production,2023-05-14 20:26:01.101085+00:00,2025-03-25 23:15:52.340756+00:00,v1,,,,,204.092683712385,56.6207825135133,2.4296875,0.44091796875,267.993455029636,7.79363350686854,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t200904-1/ang20200709t200904-1_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t200904-1/ang20200709t200904-1_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t200904-1/ang20200709t200904-1_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/09/ang20200709t200904-1/ang20200709t200904-1_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t210329-A,35.586067,-119.69757,2020-07-08T21:23:42+00,Oil & Gas (1B2),CH4,mf,"[-119.69991835749316, 35.58457679285052, -119.69578045508294, 35.58797066302886]",ang,production,2023-05-14 20:29:35.897062+00:00,2025-03-25 23:20:23.405851+00:00,jpl,,,,,86.9837573,51.7661211,2.891,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t212342-A/ang20200708t212342-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t212342-A/ang20200708t212342-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/07/08/ang20200708t212342-A/ang20200708t212342-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t212342-A/ang20200708t212342-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t212342-A/ang20200708t212342-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t205253-A,35.5317854,-119.77767,2020-07-08T21:03:29+00,Oil & Gas (1B2),CH4,mf,"[-119.77982579321502, 35.530186115188464, -119.77578537824652, 35.5335020400958]",ang,production,2023-05-14 20:26:54.218826+00:00,2025-03-25 23:17:11.702784+00:00,jpl,,,,,110.890639,33.9205943,3.326,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t210329-A/ang20200708t210329-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t210329-A/ang20200708t210329-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/07/08/ang20200708t210329-A/ang20200708t210329-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t210329-A/ang20200708t210329-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t210329-A/ang20200708t210329-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t205253-B,35.417403,-119.7028,2020-07-08T20:52:53+00,Oil & Gas (1B2),CH4,mf,"[-119.7049450907088, 35.41563856431556, -119.70078051757496, 35.419061255061564]",ang,production,2023-05-14 20:27:47.130810+00:00,2025-03-25 23:17:53.477278+00:00,jpl,,,,,83.5224749,20.9464115,3.932,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-A/ang20200708t205253-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-A/ang20200708t205253-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2020/07/08/ang20200708t205253-A/ang20200708t205253-A_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-A/ang20200708t205253-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-A/ang20200708t205253-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t205253-C,35.365924,-119.67044,2020-07-08T20:52:53+00,Oil & Gas (1B2),CH4,mf,"[-119.67261654132707, 35.364025370147814, -119.66845470081498, 35.36739048270844]",ang,production,2023-05-14 20:31:24.151703+00:00,2025-03-25 23:23:03.480499+00:00,jpl,,,,,188.460079,85.1137413,4.251,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-B/ang20200708t205253-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-B/ang20200708t205253-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2020/07/08/ang20200708t205253-B/ang20200708t205253-B_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-B/ang20200708t205253-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-B/ang20200708t205253-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t205253-D,35.3545553,-119.66925,2020-07-08T20:52:53+00,Oil & Gas (1B2),CH4,mf,"[-119.67270909474459, 35.35226153194075, -119.66738399827749, 35.356604617973275]",ang,production,2023-05-14 20:31:24.160563+00:00,2025-03-25 23:23:25.185813+00:00,jpl,,,,,140.770845,49.8461884,4.325,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-C/ang20200708t205253-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-C/ang20200708t205253-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2020/07/08/ang20200708t205253-C/ang20200708t205253-C_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-C/ang20200708t205253-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t205253-C/ang20200708t205253-C_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t204153-5,35.2099375907052,-119.585418308795,2020-07-08T20:52:53+00,Electricity Generation (1A1),CO2,mfal,"[-119.58928773297811, 35.207304977155665, -119.58397247303814, 35.21167656758117]",ang,production,2025-02-11 22:56:09.798415+00:00,2025-03-25 23:29:55.333127+00:00,v1,0.20.2,,,,330165.234121883,101560.083807296,4.37565104166667,0.409387714165902,35.5531882001191,4.94138305186716,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/07/08/ang20200708t205253-D/ang20200708t205253-D_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/07/08/ang20200708t205253-D/ang20200708t205253-D_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2020/07/08/ang20200708t205253-D/ang20200708t205253-D_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/07/08/ang20200708t205253-D/ang20200708t205253-D_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2020/07/08/ang20200708t205253-D/ang20200708t205253-D_l3a-vis-co2-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t204153-A,35.3214971,-119.63473,2020-07-08T20:41:53+00,Oil & Gas (1B2),CH4,mf,"[-119.63696389425877, 35.319130234121126, -119.63283951137095, 35.32252419383808]",ang,production,2023-05-14 20:30:29.996285+00:00,2025-03-25 23:22:10.255989+00:00,jpl,,,,,306.368377,81.6135038,4.546,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-5/ang20200708t204153-5_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-5/ang20200708t204153-5_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/07/08/ang20200708t204153-5/ang20200708t204153-5_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-5/ang20200708t204153-5_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-5/ang20200708t204153-5_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t204153-B,35.2590688,-119.58112,2020-07-08T20:41:53+00,Oil & Gas (1B2),CH4,mf,"[-119.58313380367099, 35.25720520897747, -119.57897756618776, 35.26059899248096]",ang,production,2023-05-14 20:28:40.227568+00:00,2025-03-25 23:19:44.076074+00:00,jpl,,,,,47.2883246,20.3982098,4.551,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-A/ang20200708t204153-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-A/ang20200708t204153-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/07/08/ang20200708t204153-A/ang20200708t204153-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-A/ang20200708t204153-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-A/ang20200708t204153-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t204153-C,35.3433007,-119.64251,2020-07-08T20:41:53+00,Oil & Gas (1B2),CH4,mf,"[-119.64480457074018, 35.34138034852946, -119.64067903927533, 35.34477431897898]",ang,production,2023-05-14 20:28:40.232625+00:00,2025-03-25 23:19:58.296570+00:00,jpl,,,,,131.627137,37.9568108,4.45,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-B/ang20200708t204153-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-B/ang20200708t204153-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/07/08/ang20200708t204153-B/ang20200708t204153-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-B/ang20200708t204153-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-B/ang20200708t204153-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t204153-D,35.4616487,-119.70761,2020-07-08T20:41:53+00,Oil & Gas (1B2),CH4,mf,"[-119.70936595816089, 35.459693033327696, -119.70530495896338, 35.463029508084595]",ang,production,2023-05-14 20:27:47.142544+00:00,2025-03-25 23:18:27.388403+00:00,jpl,,,,,106.297694,28.3198618,3.612,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-C/ang20200708t204153-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-C/ang20200708t204153-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/07/08/ang20200708t204153-C/ang20200708t204153-C_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-C/ang20200708t204153-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-C/ang20200708t204153-C_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ang20200708t203038-1,35.360046,-119.66044,2020-07-08T20:41:53+00,Oil & Gas (1B2),CH4,mf,"[-119.66281824291605, 35.3577692587383, -119.65869183257001, 35.36116326346555]",ang,production,2023-05-14 20:29:35.910410+00:00,2025-03-25 23:20:54.778100+00:00,jpl,,,,,192.588137,101.53798,4.322,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-D/ang20200708t204153-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-D/ang20200708t204153-D_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2020/07/08/ang20200708t204153-D/ang20200708t204153-D_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-D/ang20200708t204153-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2020/07/08/ang20200708t204153-D/ang20200708t204153-D_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
