emi20231201t201023p13003-A,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t225510p0000-A,34.139345322332,-117.42373500354,2023-06-25T23:19:17+00,Solid Waste (6A),CH4,mf,"[-117.42655212020765, 34.13828218773127, -117.4221135943044, 34.14198720947442]",GAO,production,2023-10-02 18:32:54.569466+00:00,2025-03-25 22:43:48.228669+00:00,v1,,,,,230.939364342032,54.7119680344066,3.947265625,0.59716796875,249.79167175293,5.9424319267273,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t231917p0000-B/GAO20230625t231917p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t231917p0000-B/GAO20230625t231917p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/25/GAO20230625t231917p0000-B/GAO20230625t231917p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t231917p0000-B/GAO20230625t231917p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t231917p0000-B/GAO20230625t231917p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t225037p0000-A,33.7968937503926,-118.237285645602,2023-06-25T22:55:10+00,Electricity Generation (1A1),CH4,mf,"[-118.23907562615211, 33.79478302427136, -118.23465118040788, 33.79849123998065]",GAO,production,2023-10-02 18:32:54.634800+00:00,2025-03-25 23:00:12.254979+00:00,v1,,,,,554.348933410119,120.802420168573,4.06315104166667,0.352870589201657,282.026317636788,22.9546516359857,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t225510p0000-A/GAO20230625t225510p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t225510p0000-A/GAO20230625t225510p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/25/GAO20230625t225510p0000-A/GAO20230625t225510p0000-A_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t225510p0000-A/GAO20230625t225510p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t225510p0000-A/GAO20230625t225510p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t225037p0000-B,33.7969264946542,-118.237012228039,2023-06-25T22:50:37+00,Electricity Generation (1A1),CH4,mf,"[-118.23928089029448, 33.79516777481232, -118.2348186087796, 33.79884456558875]",GAO,production,2023-10-02 18:32:54.655863+00:00,2025-03-25 23:00:12.492221+00:00,v1,,,,,,,4.06315104166667,0.352870589201657,282.026317636788,22.9546516359857,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t225037p0000-A/GAO20230625t225037p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t225037p0000-A/GAO20230625t225037p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mf-v1/2023/06/25/GAO20230625t225037p0000-A/GAO20230625t225037p0000-A_l3a-ime-ch4-mf-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t225037p0000-A/GAO20230625t225037p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t225037p0000-A/GAO20230625t225037p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t224735p0000-A,33.8123983582897,-118.230806941748,2023-06-25T22:50:37+00,Electricity Generation (1A1),CO2,mfal,"[-118.23243489964905, 33.810320234594926, -118.2280097848884, 33.813996913768236]",GAO,production,2023-11-29 05:17:35.908848+00:00,2025-03-25 23:10:12.796636+00:00,v1,0.13.1,,,,143757.599797761,38497.3459918771,4.31575520833333,0.604868514079785,288.440511386505,14.460158370435,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/25/GAO20230625t225037p0000-B/GAO20230625t225037p0000-B_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/25/GAO20230625t225037p0000-B/GAO20230625t225037p0000-B_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2023/06/25/GAO20230625t225037p0000-B/GAO20230625t225037p0000-B_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/25/GAO20230625t225037p0000-B/GAO20230625t225037p0000-B_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/25/GAO20230625t225037p0000-B/GAO20230625t225037p0000-B_l3a-vis-co2-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t221550p0000-A,33.8163655437371,-118.245653131576,2023-06-25T22:47:35+00,Electricity Generation (1A1),CO2,mfal,"[-118.24702292741901, 33.811164267629614, -118.23771830806464, 33.81889490375006]",GAO,production,2023-11-29 05:17:16.804744+00:00,2025-03-25 22:31:42.120805+00:00,v1,0.13.1,,,,62433.8827307234,21774.9414404432,4.31575520833333,0.604868514079785,288.440511386505,14.460158370435,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/25/GAO20230625t224735p0000-A/GAO20230625t224735p0000-A_l3a-vis-co2-mfa-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/25/GAO20230625t224735p0000-A/GAO20230625t224735p0000-A_l3a-vis-co2-mfa-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v1/2023/06/25/GAO20230625t224735p0000-A/GAO20230625t224735p0000-A_l3a-ime-co2-mfal-v1_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/25/GAO20230625t224735p0000-A/GAO20230625t224735p0000-A_l3a-vis-co2-mfa-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v002/2023/06/25/GAO20230625t224735p0000-A/GAO20230625t224735p0000-A_l3a-vis-co2-mfa-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t221550p0000-B,34.3302601340109,-118.515583399054,2023-06-25T22:15:50+00,Solid Waste (6A),CH4,mf,"[-118.51809997256998, 34.3291551807528, -118.51357039098582, 34.332864245584794]",GAO,production,2023-10-02 18:32:54.590475+00:00,2025-03-25 23:00:09.702990+00:00,v1,,,,,,,4.50390625,0.56591796875,195.319442749023,13.2398777008057,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-A/GAO20230625t221550p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-A/GAO20230625t221550p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/25/GAO20230625t221550p0000-A/GAO20230625t221550p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-A/GAO20230625t221550p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-A/GAO20230625t221550p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t221550p0000-C,34.3289972364251,-118.516771916116,2023-06-25T22:15:50+00,Solid Waste (6A),CH4,mf,"[-118.52092236870526, 34.32670390481358, -118.51456594903023, 34.331921666702584]",GAO,production,2023-10-02 18:32:54.612684+00:00,2025-03-25 22:51:54.941818+00:00,v1,,,,,,,4.50390625,0.56591796875,195.319442749023,13.2398777008057,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-B/GAO20230625t221550p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-B/GAO20230625t221550p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/25/GAO20230625t221550p0000-B/GAO20230625t221550p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-B/GAO20230625t221550p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-B/GAO20230625t221550p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t221550p0000-D,34.3334108788869,-118.519897074163,2023-06-25T22:15:50+00,Solid Waste (6A),CH4,mf,"[-118.5239626117281, 34.33173491916431, -118.51798645687082, 34.3366697992777]",GAO,production,2023-10-02 18:34:12.648621+00:00,2025-03-25 22:53:55.590577+00:00,v1,,,,,,,4.50390625,0.56591796875,195.319442749023,13.2398777008057,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-C/GAO20230625t221550p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-C/GAO20230625t221550p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/25/GAO20230625t221550p0000-C/GAO20230625t221550p0000-C_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-C/GAO20230625t221550p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-C/GAO20230625t221550p0000-C_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t221145p0000-B,34.3308335252048,-118.519865648797,2023-06-25T22:15:50+00,Solid Waste (6A),CH4,mf,"[-118.52105733969834, 34.32699277106508, -118.51458659947288, 34.33236778170057]",GAO,production,2023-10-02 18:34:12.671875+00:00,2025-03-25 22:30:49.018058+00:00,v1,,,,,,,4.50390625,0.56591796875,195.319442749023,13.2398777008057,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-D/GAO20230625t221550p0000-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-D/GAO20230625t221550p0000-D_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/25/GAO20230625t221550p0000-D/GAO20230625t221550p0000-D_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-D/GAO20230625t221550p0000-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221550p0000-D/GAO20230625t221550p0000-D_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t221145p0000-C,34.3285943964221,-118.516045901072,2023-06-25T22:11:45+00,Solid Waste (6A),CH4,mf,"[-118.5190029003024, 34.326444329079756, -118.51390240790595, 34.33062497177209]",GAO,production,2023-10-02 18:34:10.916301+00:00,2025-03-25 22:49:23.854862+00:00,v1,,,,,324.191976945122,66.0930235462911,4.50390625,0.56591796875,195.319442749023,13.2398777008057,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221145p0000-B/GAO20230625t221145p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221145p0000-B/GAO20230625t221145p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/25/GAO20230625t221145p0000-B/GAO20230625t221145p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221145p0000-B/GAO20230625t221145p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221145p0000-B/GAO20230625t221145p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t220042p0000-A,34.3297471864543,-118.519996763033,2023-06-25T22:11:45+00,Solid Waste (6A),CH4,mf,"[-118.52231714771759, 34.32700862538211, -118.51733089917188, 34.33112633075215]",GAO,production,2023-10-02 18:34:10.971129+00:00,2025-03-25 22:49:24.822581+00:00,v1,,,,,377.015991409892,74.8902896786289,4.50390625,0.56591796875,195.319442749023,13.2398777008057,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221145p0000-C/GAO20230625t221145p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221145p0000-C/GAO20230625t221145p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/25/GAO20230625t221145p0000-C/GAO20230625t221145p0000-C_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221145p0000-C/GAO20230625t221145p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t221145p0000-C/GAO20230625t221145p0000-C_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t220042p0000-B,34.3001722369812,-118.793259683785,2023-06-25T22:00:42+00,Solid Waste (6A),CH4,mf,"[-118.79467929304865, 34.29878069087918, -118.78999812549382, 34.30261632363795]",GAO,production,2023-10-02 18:34:10.728531+00:00,2025-03-25 22:49:18.730857+00:00,v1,,,,,1347.70946598737,414.210274063263,5.72265625,0.22705078125,261.611114501953,8.66061019897461,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t220042p0000-A/GAO20230625t220042p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t220042p0000-A/GAO20230625t220042p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/25/GAO20230625t220042p0000-A/GAO20230625t220042p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t220042p0000-A/GAO20230625t220042p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t220042p0000-A/GAO20230625t220042p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t215340p0000-A,34.3019208124412,-118.787754013874,2023-06-25T22:00:42+00,Solid Waste (6A),CH4,mf,"[-118.79076666363324, 34.29937033190341, -118.78326879664309, 34.30553268565877]",GAO,production,2023-10-02 18:34:10.753769+00:00,2025-03-25 22:49:20.806149+00:00,v1,,,,,928.114729738495,84.3058959695036,5.72265625,0.22705078125,261.611114501953,8.66061019897461,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t220042p0000-B/GAO20230625t220042p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t220042p0000-B/GAO20230625t220042p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/25/GAO20230625t220042p0000-B/GAO20230625t220042p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t220042p0000-B/GAO20230625t220042p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t220042p0000-B/GAO20230625t220042p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230625t215340p0000-B,34.4371586677646,-118.643921297038,2023-06-25T21:53:40+00,Solid Waste (6A),CH4,mf,"[-118.64744112681717, 34.435201835405586, -118.63993216662813, 34.441426177637695]",GAO,production,2023-10-02 18:34:11.247637+00:00,2025-03-25 22:44:43.594350+00:00,v1,,,,,675.895284035461,130.639937105732,5.20703125,0.78515625,246.365737915039,9.71961879730225,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t215340p0000-A/GAO20230625t215340p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t215340p0000-A/GAO20230625t215340p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/25/GAO20230625t215340p0000-A/GAO20230625t215340p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t215340p0000-A/GAO20230625t215340p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t215340p0000-A/GAO20230625t215340p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t211504p0000-A,34.4317789295073,-118.64545758933,2023-06-25T21:53:40+00,Solid Waste (6A),CH4,mf,"[-118.64692112105124, 34.42998139510894, -118.64124215955158, 34.43463393690583]",GAO,production,2023-10-02 18:34:11.273031+00:00,2025-03-25 22:49:30.049472+00:00,v1,,,,,358.778275389697,112.54752584441,5.20703125,0.78515625,246.365737915039,9.71961879730225,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t215340p0000-B/GAO20230625t215340p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t215340p0000-B/GAO20230625t215340p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/25/GAO20230625t215340p0000-B/GAO20230625t215340p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t215340p0000-B/GAO20230625t215340p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/25/GAO20230625t215340p0000-B/GAO20230625t215340p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t210605p0000-A,37.1878502603343,-121.669967734678,2023-06-23T21:15:04+00,Solid Waste (6A),CH4,mf,"[-121.67322022582907, 37.1849826763902, -121.66709554878067, 37.18989345599991]",GAO,production,2023-10-02 18:34:10.485322+00:00,2025-03-25 22:49:08.154931+00:00,v1,,,,,84.9271542953424,27.9502747037558,2.830078125,0.49169921875,172.981475830078,13.0340414047241,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t211504p0000-A/GAO20230623t211504p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t211504p0000-A/GAO20230623t211504p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t211504p0000-A/GAO20230623t211504p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t211504p0000-A/GAO20230623t211504p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t211504p0000-A/GAO20230623t211504p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t210605p0000-B,37.463264000514,-121.942746220128,2023-06-23T21:06:05+00,Solid Waste (6A),CH4,mf,"[-121.94444232116176, 37.46009045357466, -121.93773980843854, 37.465410565969314]",GAO,production,2023-10-02 18:34:10.513815+00:00,2025-03-25 22:49:10.406746+00:00,v1,,,,,704.785670577881,154.518549055181,5.203125,0.951171875,314.638885498047,14.3654899597168,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-A/GAO20230623t210605p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-A/GAO20230623t210605p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t210605p0000-A/GAO20230623t210605p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-A/GAO20230623t210605p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-A/GAO20230623t210605p0000-A_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAO20230623t210605p0000-C,37.460327103735,-121.942999924611,2023-06-23T21:06:05+00,Solid Waste (6A),CH4,mf,"[-121.94601285166657, 37.45225860466104, -121.93173652683002, 37.46359115369958]",GAO,production,2023-10-02 18:34:10.540679+00:00,2025-03-25 22:44:33.029574+00:00,v1,,,,,801.275429533667,263.026127252082,5.203125,0.951171875,314.638885498047,14.3654899597168,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-B/GAO20230623t210605p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-B/GAO20230623t210605p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/06/23/GAO20230623t210605p0000-B/GAO20230623t210605p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-B/GAO20230623t210605p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/06/23/GAO20230623t210605p0000-B/GAO20230623t210605p0000-B_l3a-vis-ch4-mf-v002_rgb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
